経過時間(s),初速度(0.0kph),初速度(5.0kph),初速度(10.0kph),初速度(15.0kph),初速度(20.0kph),初速度(25.0kph),初速度(30.0kph),初速度(35.0kph),初速度(40.0kph),初速度(45.0kph),初速度(50.0kph),初速度(55.0kph),初速度(60.0kph),初速度(65.0kph),初速度(70.0kph),初速度(75.0kph),初速度(80.0kph),初速度(85.0kph),初速度(90.0kph),初速度(95.0kph),初速度(100.0kph),初速度(105.0kph),初速度(110.0kph),初速度(115.0kph),初速度(120.0kph),初速度(125.0kph),初速度(130.0kph),初速度(135.0kph),初速度(140.0kph)
5.04,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.05,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.06,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.07,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.08,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.09,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.1,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.11,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.12,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.13,0.55,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.14,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.15,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.16,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.17,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.18,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.19,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.2,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.21,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.22,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.23,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.24,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.25,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.26,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.27,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.28,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.29,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.3,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.31,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.32,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.33,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.34,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.35,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.36,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.37,0.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.38,0.55,0.55,0.55,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.39,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.4,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.41,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.42,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.43,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.44,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.45,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.46,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.47,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.48,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25
5.49,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.5,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.51,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.52,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.53,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.54,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.55,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.56,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.57,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.58,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.59,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.6,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.61,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.62,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.63,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.64,0.55,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.65,0.55,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.66,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.67,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.68,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.69,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.7,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.71,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.72,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.73,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.74,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.75,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.76,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.77,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.78,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.79,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.8,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.81,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.82,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.83,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.84,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.85,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.86,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.87,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.88,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.89,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.9,0.55,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.91,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.92,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.93,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.94,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.95,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25
5.96,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
5.97,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
5.98,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
5.99,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.01,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.02,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.03,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.04,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.05,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.06,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.07,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.08,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.09,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.1,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.11,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.12,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.13,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.14,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.15,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.16,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
6.17,0.5,0.5,0.5,0.5,0.45,0.45,0.45,0.45,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25
